patronised	PAT/-R/-N/-S/-D | 4A7/-8/-6/-1/-5
laterite	LAT/-R/-T | 5A7/-8/-7
repatriate	R/PAT/-R/-T | 1/4A7/-8/-7
scurried	S/KUR/-D | 7/2U8/-5
tod	TOD | 8O5
elongate	EL/-NG/-T | E4/-2/-7
eritrean	ER/-T/-R/-N | E8/-7/-8/-6
resettle	R/SET/-L | 1/7E7/-4
cation	KAT/-N | 2A7/-6
puddling	PUD/-L/-NG | 4U5/-4/-2
totting	TOT/-NG | 8O7/-2
busybody	B/S/BOD | 3/7/3O5
eddying	ED/-NG | E5/-2
purr	PUR | 4U8
dully	DUL/-L | 6U4/-4
celeste	S/LES/-T | 7/5E1/-7
settler	SET/-L/-R | 7E7/-4/-8
serenade	SER/-N/-D | 7E8/-6/-5
reread	R/RED | 1/1E5
rebut	R/BUT | 1/3U7
biannual	BAN/-L | 3A6/-4
pussycats	P/S/KAT/-S | 4/7/2A7/-1
scuttling	S/KUT/-L/-NG | 7/2U7/-4/-2
conner	KON/-R | 2O6/-8
belter	BEL/-T/-R | 3E4/-7/-8
pecan	P/KAN | 4/2A6
culling	KUL/-NG | 2U4/-2
bodleian	BOD/-L/-N | 3O5/-4/-6
diktat	D/K/TAT | 6/2/8A7
telltale	TEL/-T/-L | 8E4/-7/-4
cottony	KOT/-N/-Y | 2O7/-6/-3
cutler	KUT/-L/-R | 2U7/-4/-8
locale	L/KAL | 5/2A4
sorrel	SOR/-L | 7O8/-4
batten	BAT/-N | 3A7/-6
repot	R/POT | 1/4O7
choler	KOL/-R | 2O4/-8
bedder	BED/-R | 3E5/-8
purring	PUR/-NG | 4U8/-2
dallying	DAL/-NG | 6A4/-2
talon	TAL/-N | 8A4/-6
congas	KONG/-S | 2O2/-1
bods	BOD/-S | 3O5/-1
bungs	BUNG/-S | 3U2/-1
pongs	PONG/-S | 4O2/-1
pongy	PONG/-Y | 4O2/-3
lettings	LET/-NG/-S | 5E7/-2/-1
terracotta	T/R/KOT | 8/1/2O7
besetting	B/SET/-NG | 3/7E7/-2
angering	ANG/-R/-NG | A2/-8/-2
corning	KOR/-N/-NG | 2O8/-6/-2
pedlar	PED/-L/-R | 4E5/-4/-8
batted	BAT/-D | 3A7/-5
penning	PEN/-NG | 4E6/-2
sully	SUL | 7U4
lulling	LUL/-NG | 5U4/-2
doddering	DOD/-R/-NG | 6O5/-8/-2
tarring	TAR/-NG | 8A8/-2
longingly	LONG/-NG/-L | 5O2/-2/-4
saturnine	SAT/-R/-N/-N | 7A7/-8/-6/-6
pelts	PEL/-T/-S | 4E4/-7/-1
sullied	SUL/-D | 7U4/-5
taciturnity	T/S/TUR/-N/-T | 8/7/8U8/-6/-7
buttoning	BUT/-N/-NG | 3U7/-6/-2
copycat	K/P/KAT | 2/4/2A7
salsa	SAL/-S | 7A4/-1
sarney	SAR/-N/-Y | 7A8/-6/-3
asinine	AS/-N/-N | A1/-6/-6
bungling	BUNG/-L/-NG | 3U2/-4/-2
posit	POS/-T | 4O1/-7
posits	POS/-T/-S | 4O1/-7/-1
dickensian	D/KEN/-S/-N | 6/2E6/-1/-6
desolated	DES/-L/-T/-D | 6E1/-4/-7/-5
suttee	SUT | 7U7
odder	OD/-R | O5/-8
retina	RET/-N | 1E7/-6
coddle	KOD/-L | 2O5/-4
colonised	KOL/-N/-S/-D | 2O4/-6/-1/-5
putt	PUT | 4U7
uninitiated	UN/-N/-T/-T/-D | U6/-6/-7/-7/-5
papas	P/PAS | 4/4A1
dulling	DUL/-NG | 6U4/-2
toddle	TOD/-L | 8O5/-4
tellingly	TEL/-NG/-L | 8E4/-2/-4
ulna	UL/-N | U4/-6
biennial	BEN/-L | 3E6/-4
posited	POS/-T/-D | 4O1/-7/-5
dotting	DOT/-NG | 6O7/-2
skelter	S/KEL/-T/-R | 7/2E4/-7/-8
slurring	S/LUR/-NG | 7/5U8/-2
copycats	K/P/KAT/-S | 2/4/2A7/-1
deadlier	DED/-L/-R | 6E5/-4/-8
tunny	TUN/-Y | 8U6/-3
paralleling	P/R/LEL/-NG | 4/1/5E4/-2
paralysing	PAR/-L/-S/-NG | 4A8/-4/-1/-2
paralleling	PAR/-L/-L/-NG | 4A8/-4/-4/-2
detonating	DET/-N/-T/-NG | 6E7/-6/-7/-2
cellulite	SEL/-L/-T | 7E4/-4/-7
budded	BUD/-D | 3U5/-5
burnings	BUR/-N/-NG/-S | 3U8/-6/-2/-1
sarong	S/RONG | 7/1O2
ternary	TER/-N/-R | 8E8/-6/-8
cabanas	K/BAN/-S | 2/3A6/-1
sledding	S/LED/-NG | 7/5E5/-2
sadden	SAD/-N | 7A5/-6
tongan	TONG/-N | 8O2/-6
atlases	AT/-L/-S/-S | A7/-4/-1/-1
colonnades	KOL/-N/-D/-S | 2O4/-6/-5/-1
bellied	BEL/-D | 3E4/-5
duets	DET/-S | 6E7/-1
scudding	S/KUD/-NG | 7/2U5/-2
annus	AN/-S | A6/-1
rebuttals	R/BUT/-L/-S | 1/3U7/-4/-1
tatting	TAT/-NG | 8A7/-2
kaput	K/PUT | 2/4U7
barret	BAR/-T | 3A8/-7
derriere	DER/-R | 6E8/-8
sultanate	SUL/-T/-N/-T | 7U4/-7/-6/-7
suntan	SUN/-T/-N | 7U6/-7/-6
tete	TET | 8E7
cads	KAD/-S | 2A5/-1
busying	BUS/-NG | 3U1/-2
angularity	ANG/-L/-R/-T | A2/-4/-8/-7
retellings	R/TEL/-NG/-S | 1/8E4/-2/-1
catalysis	K/TAL/-S/-S | 2/8A4/-1/-1
pollinate	POL/-N/-T | 4O4/-6/-7
detonate	DET/-N/-T | 6E7/-6/-7
ricotta	R/KOT | 1/2O7
retelling	R/TEL/-NG | 1/8E4/-2
correlates	KOR/-L/-T/-S | 2O8/-4/-7/-1
directorial	D/R/K/TOR/-L | 6/1/2/8O8/-4
debarring	D/BAR/-NG | 6/3A8/-2
subletting	S/B/LET/-NG | 7/3/5E7/-2
slutty	S/LUT/-Y | 7/5U7/-3
saris	SAR/-S | 7A8/-1
tolerates	TOL/-R/-T/-S | 8O4/-8/-7/-1
aniline	AN/-L/-N | A6/-4/-6
rascality	R/S/KAL/-T | 1/7/2A4/-7
calluses	KAL/-S/-S | 2A4/-1/-1
correlating	KOR/-L/-T/-NG | 2O8/-4/-7/-2
culler	KUL/-R | 2U4/-8
barony	BAR/-N/-Y | 3A8/-6/-3
padres	PAD/-R/-S | 4A5/-8/-1
lariat	LAR/-T | 5A8/-7
telnet	TEL/-N/-T | 8E4/-6/-7
repotting	R/POT/-NG | 1/4O7/-2
resets	R/SET/-S | 1/7E7/-1
pollinating	POL/-N/-T/-NG | 4O4/-6/-7/-2
potterer	POT/-R/-R | 4O7/-8/-8
puds	PUD/-S | 4U5/-1
puddler	PUD/-L/-R | 4U5/-4/-8
salopettes	S/L/PET/-S | 7/5/4E7/-1
sanitised	SAN/-T/-S/-D | 7A6/-7/-1/-5
topicality	T/P/KAL/-T | 8/4/2A4/-7
editings	ED/-T/-NG/-S | E5/-7/-2/-1
udder	UD/-R | U5/-8
readied	RED/-D | 1E5/-5
bungler	BUNG/-L/-R | 3U2/-4/-8
scorner	S/KOR/-N/-R | 7/2O8/-6/-8
bettering	BET/-R/-NG | 3E7/-8/-2
parodied	PAR/-D/-D | 4A8/-5/-5
deadening	DED/-N/-NG | 6E5/-6/-2
scullion	S/KUL/-N | 7/2U4/-6
addle	AD/-L | A5/-4
coronal	KOR/-N/-L | 2O8/-6/-4
desolating	DES/-L/-T/-NG | 6E1/-4/-7/-2
slatternly	S/LAT/-R/-N/-L | 7/5A7/-8/-6/-4
sallying	SAL/-NG | 7A4/-2
sunning	SUN/-NG | 7U6/-2
annular	AN/-L/-R | A6/-4/-8
rattler	RAT/-L/-R | 1A7/-4/-8
darning	DAR/-N/-NG | 6A8/-6/-2
serenades	SER/-N/-D/-S | 7E8/-6/-5/-1
coddling	KOD/-L/-NG | 2O5/-4/-2
putter	PUT/-R | 4U7/-8
serenading	SER/-N/-D/-NG | 7E8/-6/-5/-2
readying	RED/-NG | 1E5/-2
loll	LOL | 5O4
repulsing	R/PUL/-S/-NG | 1/4U4/-1/-2
redly	RED/-L | 1E5/-4
rutting	RUT/-NG | 1U7/-2
punning	PUN/-NG | 4U6/-2
debutante	D/B/TAN/-T | 6/3/8A6/-7
scarring	S/KAR/-NG | 7/2A8/-2
rotatory	R/T/TOR | 1/8/8O8
corporeality	K/R/POR/-L/-T | 2/1/4O8/-4/-7
parrying	PAR/-NG | 4A8/-2
puller	PUL/-R | 4U4/-8
altos	AL/-T/-S | A4/-7/-1
rutted	RUT/-D | 1U7/-5
bedsteads	BED/-S/-T/-D/-S | 3E5/-1/-7/-5/-1
paneling	PAN/-L/-NG | 4A6/-4/-2
pulsed	PUL/-S/-D | 4U4/-1/-5
sorority	S/ROR/-T | 7/1O8/-7
serenaded	SER/-N/-D/-D | 7E8/-6/-5/-5
toddy	TOD/-Y | 8O5/-3
unreleased	UN/-R/-L/-S/-D | U6/-8/-4/-1/-5
selenite	SEL/-N/-T | 7E4/-6/-7
sots	SOT/-S | 7O7/-1
sunrises	SUN/-R/-S/-S | 7U6/-8/-1/-1
resonates	RES/-N/-T/-S | 1E1/-6/-7/-1
coralline	KOR/-L/-N | 2O8/-4/-6
riposte	R/POS/-T | 1/4O1/-7
coronets	KOR/-N/-T/-S | 2O8/-6/-7/-1
attar	AT/-R | A7/-8
cornering	KOR/-N/-R/-NG | 2O8/-6/-8/-2
besets	B/SET/-S | 3/7E7/-1
petrel	PET/-R/-L | 4E7/-8/-4
positing	POS/-T/-NG | 4O1/-7/-2
sartorial	S/R/TOR/-L | 7/1/8O8/-4
scat	S/KAT | 7/2A7
scudded	S/KUD/-D | 7/2U5/-5
slat	S/LAT | 7/5A7
slattern	S/LAT/-R/-N | 7/5A7/-8/-6
sorer	SOR/-R | 7O8/-8
sunrising	SUN/-R/-S/-NG | 7U6/-8/-1/-2
tutsi	TUT/-S/-Y | 8U7/-1/-3
sluts	S/LUT/-S | 7/5U7/-1
saddening	SAD/-N/-NG | 7A5/-6/-2
edits	ED/-T/-S | E5/-7/-1
rebutting	R/BUT/-NG | 1/3U7/-2
boreal	BOR/-L | 3O8/-4
pieta	P/TA | 4/8A
parodying	PAR/-D/-NG | 4A8/-5/-2
tattling	TAT/-L/-NG | 8A7/-4/-2
tunneling	TUN/-L/-NG | 8U6/-4/-2
battler	BAT/-L/-R | 3A7/-4/-8
purling	PUR/-L/-NG | 4U8/-4/-2
sublet	S/B/LET | 7/3/5E7
capella	K/PEL | 2/4E4
bordello	B/R/DEL | 3/1/6E4
bellicosity	B/L/KOS/-T | 3/5/2O1/-7
burney	BUR/-N/-Y | 3U8/-6/-3
surlily	SUR/-L/-L | 7U8/-4/-4
toccata	T/KAT | 8/2A7
utterer	UT/-R/-R | U7/-8/-8
collaring	KOL/-R/-NG | 2O4/-8/-2
potbellied	P/T/BEL/-D | 4/8/3E4/-5
deltas	DEL/-T/-S | 6E4/-7/-1
deader	DED/-R | 6E5/-8
tallying	TAL/-NG | 8A4/-2
tattletale	TAT/-L/-T/-L | 8A7/-4/-7/-4
resonating	RES/-N/-T/-NG | 1E1/-6/-7/-2
collet	KOL/-T | 2O4/-7
coloratura	KOL/-R/-T/-R | 2O4/-8/-7/-8
barreling	BAR/-L/-NG | 3A8/-4/-2
baronets	BAR/-N/-T/-S | 3A8/-6/-7/-1
borer	BOR/-R | 3O8/-8
bullier	BUL/-R | 3U4/-8
pietas	P/TAS | 4/8A1
palliated	PAL/-T/-D | 4A4/-7/-5
patina	PAT/-N | 4A7/-6
peltry	PEL/-T/-R | 4E4/-7/-8
debutantes	D/B/TAN/-T/-S | 6/3/8A6/-7/-1
saddler	SAD/-L/-R | 7A5/-4/-8
tsetse	T/SET/-S | 8/7E7/-1
turreted	TUR/-T/-D | 8U8/-7/-5
rapscallion	R/P/S/KAL/-N | 1/4/7/2A4/-6
beriberi	B/R/BER | 3/1/3E8
pulsate	PUL/-S/-T | 4U4/-1/-7
luddites	LUD/-T/-S | 5U5/-7/-1
skedaddle	S/K/DAD/-L | 7/2/6A5/-4
slangy	S/LANG/-Y | 7/5A2/-3
certiorari	SER/-T/-R/-R | 7E8/-7/-8/-8
solider	SOL/-D/-R | 7O4/-5/-8
sullying	SUL/-NG | 7U4/-2
tatter	TAT/-R | 8A7/-8
tetrad	TET/-R/-D | 8E7/-8/-5
onsets	ON/-S/-T/-S | O6/-1/-7/-1
reburial	R/BUR/-L | 1/3U8/-4
repulses	R/PUL/-S/-S | 1/4U4/-1/-1
retinal	RET/-N/-L | 1E7/-6/-4
ruddier	RUD/-Y/-R | 1U5/-3/-8
capybara	K/P/BAR | 2/4/3A8
canonised	KAN/-N/-S/-D | 2A6/-6/-1/-5
basalts	BAS/-L/-T/-S | 3A1/-4/-7/-1
battening	BAT/-N/-NG | 3A7/-6/-2
betted	BET/-D | 3E7/-5
bonneted	BON/-T/-D | 3O6/-7/-5
burl	BUR/-L | 3U8/-4
porosity	P/ROS/-T | 4/1O1/-7
paralyses	PAR/-L/-S/-S | 4A8/-4/-1/-1
dratted	D/RAT/-D | 6/1A7/-5
desolately	DES/-L/-T/-L | 6E1/-4/-7/-4
denier	DEN/-R | 6E6/-8
dodder	DOD/-R | 6O5/-8
solano	S/LAN | 7/5A6
caroling	KAR/-L/-NG | 2A8/-4/-2
colorings	KOL/-R/-NG/-S | 2O4/-8/-2/-1
coronals	KOR/-N/-L/-S | 2O8/-6/-4/-1
cuttle	KUT/-L | 2U7/-4
pannier	PAN/-R | 4A6/-8
pulsated	PUL/-S/-T/-D | 4U4/-1/-7/-5
scut	S/KUT | 7/2U7
sledded	S/LED/-D | 7/5E5/-5
toreador	TOR/-D/-R | 8O8/-5/-8
elongating	EL/-NG/-T/-NG | E4/-2/-7/-2
rebutted	R/BUT/-D | 1/3U7/-5
retell	R/TEL | 1/8E4
resonated	RES/-N/-T/-D | 1E1/-6/-7/-5
caryatid	K/RAT/-D | 2/1A7/-5
capellas	K/PEL/-S | 2/4E4/-1
colonnaded	KOL/-N/-D/-D | 2O4/-6/-5/-5
ballerinas	BAL/-R/-N/-S | 3A4/-8/-6/-1
suborn	S/BOR/-N | 7/3O8/-6
suborning	S/BOR/-N/-NG | 7/3O8/-6/-2
salsas	SAL/-S/-S | 7A4/-1/-1
tattler	TAT/-L/-R | 8A7/-4/-8
addling	AD/-L/-NG | A5/-4/-2
annotate	AN/-T/-T | A6/-7/-7
ultras	UL/-T/-R/-S | U4/-7/-8/-1
resettling	R/SET/-L/-NG | 1/7E7/-4/-2
risotto	R/SOT | 1/7O7
resonator	RES/-N/-T/-R | 1E1/-6/-7/-8
rustlings	RUS/-L/-NG/-S | 1U1/-4/-2/-1
rustler	RUS/-L/-R | 1U1/-4/-8
caddie	KAD/-Y | 2A5/-3
catatonia	KAT/-T/-N | 2A7/-7/-6
besotting	B/SOT/-NG | 3/7O7/-2
betony	BET/-N | 3E7/-6
bustlings	BUS/-L/-NG/-S | 3U1/-4/-2/-1
burningly	BUR/-N/-NG/-L | 3U8/-6/-2/-4
paduan	PAD/-N | 4A5/-6
petter	PET/-R | 4E7/-8
lariats	LAR/-T/-S | 5A8/-7/-1
detonates	DET/-N/-T/-S | 6E7/-6/-7/-1
sunsetting	SUN/-S/-T/-NG | 7U6/-1/-7/-2
rebury	R/BUR | 1/3U8
ripostes	R/POS/-T/-S | 1/4O1/-7/-1
retaliates	R/TAL/-T/-S | 1/8A4/-7/-1
resiny	RES/-N/-Y | 1E1/-6/-3
retinas	RET/-N/-S | 1E7/-6/-1
rutty	RUT/-Y | 1U7/-3
caryatids	K/RAT/-D/-S | 2/1A7/-5/-1
cannel	KAN/-L | 2A6/-4
canner	KAN/-R | 2A6/-8
carryings	KAR/-NG/-S | 2A8/-2/-1
caryatids	KAR/-T/-D/-S | 2A8/-7/-5/-1
colonising	KOL/-N/-S/-NG | 2O4/-6/-1/-2
cods	KOD/-S | 2O5/-1
cuddlier	KUD/-L/-R | 2U5/-4/-8
bordellos	B/R/DEL/-S | 3/1/6E4/-1
besot	B/SOT | 3/7O7
boringly	BOR/-NG/-L | 3O8/-2/-4
pallidly	PAL/-D/-L | 4A4/-5/-4
palatal	PAL/-T/-L | 4A4/-7/-4
luddite	LUD/-T | 5U5/-7
dats	DAT/-S | 6A7/-1
scads	S/KAD/-S | 7/2A5/-1
scudder	S/KUD/-R | 7/2U5/-8
subeditor	S/BED/-T/-R | 7/3E5/-7/-8
sarin	SAR/-N | 7A8/-6
solute	SOL/-T | 7O4/-7
sudsy	SUD/-S/-Y | 7U5/-1/-3
tangos	TANG/-S | 8A2/-1
tansy	TAN/-S/-Y | 8A6/-1/-3
tuts	TUT/-S | 8U7/-1
aridly	AR/-D/-L | A8/-5/-4
unsaluted	UN/-S/-L/-T/-D | U6/-1/-4/-7/-5
rebutter	R/BUT/-R | 1/3U7/-8
repellingly	R/PEL/-NG/-L | 1/4E4/-2/-4
returnings	R/TUR/-N/-NG/-S | 1/8U8/-6/-2/-1
ratted	RAT/-D | 1A7/-5
rottenly	ROT/-N/-L | 1O7/-6/-4
catting	KAT/-NG | 2A7/-2
cornier	KOR/-N/-Y/-R | 2O8/-6/-3/-8
cuttingly	KUT/-NG/-L | 2U7/-2/-4
badder	BAD/-R | 3A5/-8
batterings	BAT/-R/-NG/-S | 3A7/-8/-2/-1
bedsides	BED/-S/-D/-S | 3E5/-1/-5/-1
botulin	BOT/-L/-N | 3O7/-4/-6
bunglingly	BUNG/-L/-NG/-L | 3U2/-4/-2/-4
palliating	PAL/-T/-NG | 4A4/-7/-2
paddler	PAD/-L/-R | 4A5/-4/-8
perlite	PER/-L/-T | 4E8/-4/-7
pollinator	POL/-N/-T/-R | 4O4/-6/-7/-8
dangler	DANG/-L/-R | 6A2/-4/-8
dolling	DOL/-NG | 6O4/-2
surlier	SUR/-L/-R | 7U8/-4/-8
tarryings	TAR/-NG/-S | 8A8/-2/-1
adulated	AD/-L/-T/-D | A5/-4/-7/-5
adulator	AD/-L/-T/-R | A5/-4/-7/-8
unreturning	UN/-R/-T/-R/-N/-NG | U6/-8/-7/-8/-6/-2
reburied	R/BUR/-D | 1/3U8/-5
repatriates	R/PAT/-R/-T/-S | 1/4A7/-8/-7/-1
redeposited	R/D/POS/-T/-D | 1/6/4O1/-7/-5
resettler	R/SET/-L/-R | 1/7E7/-4/-8
risottos	R/SOT/-S | 1/7O7/-1
rodding	ROD/-NG | 1O5/-2
capybaras	K/P/BAR/-S | 2/4/3A8/-1
culotte	K/LOT | 2/5O7
catapulting	K/T/PUL/-T/-NG | 2/8/4U4/-7/-2
caddying	KAD/-NG | 2A5/-2
catenate	KAT/-N/-T | 2A7/-6/-7
caroler	KAR/-L/-R | 2A8/-4/-8
bangings	BANG/-NG/-S | 3A2/-2/-1
barrenly	BAR/-N/-L | 3A8/-6/-4
bellyings	BEL/-NG/-S | 3E4/-2/-1
beltings	BEL/-T/-NG/-S | 3E4/-7/-2/-1
bongs	BONG/-S | 3O2/-1
bonnily	BON/-L | 3O6/-4
bottlings	BOT/-L/-NG/-S | 3O7/-4/-2/-1
borings	BOR/-NG/-S | 3O8/-2/-1
bulleted	BUL/-T/-D | 3U4/-7/-5
butternut	BUT/-R/-N/-T | 3U7/-8/-6/-7
pulsatory	P/L/S/TOR | 4/5/7/8O8
potbelly	P/T/BEL | 4/8/3E4
panellings	PAN/-L/-NG/-S | 4A6/-4/-2/-1
peritonitis	PER/-T/-N/-T/-S | 4E8/-7/-6/-7/-1
pollinated	POL/-N/-T/-D | 4O4/-6/-7/-5
polytonal	POL/-T/-N/-L | 4O4/-7/-6/-4
puddingy	PUD/-NG/-Y | 4U5/-2/-3
putted	PUT/-D | 4U7/-5
drongos	D/RONG/-S | 6/1O2/-1
diktats	D/K/TAT/-S | 6/2/8A7/-1
desolates	DES/-L/-T/-S | 6E1/-4/-7/-1
sarongs	S/RONG/-S | 7/1O2/-1
skedaddling	S/K/DAD/-L/-NG | 7/2/6A5/-4/-2
subcarrier	S/B/KAR/-R | 7/3/2A8/-8
slatted	S/LAT/-D | 7/5A7/-5
sunnily	SUN/-L | 7U6/-4
tangoed	TANG/-D | 8A2/-5
tattlings	TAT/-L/-NG/-S | 8A7/-4/-2/-1
ternal	TER/-N/-L | 8E8/-6/-4
totteringly	TOT/-R/-NG/-L | 8O7/-8/-2/-4
adulate	AD/-L/-T | A5/-4/-7
annulated	AN/-L/-T/-D | A6/-4/-7/-5
anion	AN/-N | A6/-6
elongates	EL/-NG/-T/-S | E4/-2/-7/-1
eddyings	ED/-NG/-S | E5/-2/-1
ulnas	UL/-N/-S | U4/-6/-1
undeluded	UN/-D/-L/-D/-D | U6/-5/-4/-5/-5
rectangularly	R/K/TANG/-L/-R/-L | 1/2/8A2/-4/-8/-4
rectangularity	R/K/TANG/-L/-R/-T | 1/2/8A2/-4/-8/-7
rectorial	R/K/TOR/-L | 1/2/8O8/-4
rickettsia	R/KET/-S | 1/2E7/-1
recurringly	R/KUR/-NG/-L | 1/2U8/-2/-4
rebuts	R/BUT/-S | 1/3U7/-1
rebuttoning	R/BUT/-N/-NG | 1/3U7/-6/-2
radiosonde	R/D/SON/-D | 1/6/7O6/-5
rescanning	R/S/KAN/-NG | 1/7/2A6/-2
ratan	R/TAN | 1/8A6
returner	R/TUR/-N/-R | 1/8U8/-6/-8
ruddily	RUD/-L | 1U5/-4
coralberry	K/R/L/BER | 2/1/5/3E8
copulatory	K/P/L/TOR | 2/4/5/8O8
carroty	KAR/-T/-Y | 2A8/-7/-3
coeditor	KED/-T/-R | 2E5/-7/-8
coring	KOR/-NG | 2O8/-2
curlings	KUR/-L/-NG/-S | 2U8/-4/-2/-1
babysat	B/B/SAT | 3/3/7A7
besottedly	B/SOT/-D/-L | 3/7O7/-5/-4
besotter	B/SOT/-R | 3/7O7/-8
ballotings	BAL/-T/-NG/-S | 3A4/-7/-2/-1
botanised	BOT/-N/-S/-D | 3O7/-6/-1/-5
butternuts	BUT/-R/-N/-T/-S | 3U7/-8/-6/-7/-1
patterings	PAT/-R/-NG/-S | 4A7/-8/-2/-1
pelerine	PEL/-R/-N | 4E4/-8/-6
purringly	PUR/-NG/-L | 4U8/-2/-4
laddering	LAD/-R/-NG | 5A5/-8/-2
lanolin	LAN/-L/-N | 5A6/-4/-6
drongo	D/RONG | 6/1O2
decolor	D/KOL/-R | 6/2O4/-8
dubiosity	D/BOS/-T | 6/3O1/-7
dallyings	DAL/-NG/-S | 6A4/-2/-1
dallier	DAL/-R | 6A4/-8
darner	DAR/-N/-R | 6A8/-6/-8
dieresis	DER/-S/-S | 6E8/-1/-1
cerebellar	S/R/BEL/-R | 7/1/3E4/-8
secularity	S/K/LAR/-T | 7/2/5A8/-7
scallion	S/KAL/-N | 7/2A4/-6
scatteringly	S/KAT/-R/-NG/-L | 7/2A7/-8/-2/-4
scutter	S/KUT/-R | 7/2U7/-8
salutory	S/L/TOR | 7/5/8O8
slangs	S/LANG/-S | 7/5A2/-1
cytolysis	S/TOL/-S/-S | 7/8O4/-1/-1
salutory	SAL/-T/-R | 7A4/-7/-8
satirised	SAT/-R/-S/-D | 7A7/-8/-1/-5
cellule	SEL/-L | 7E4/-4
serenader	SER/-N/-D/-R | 7E8/-6/-5/-8
suntanning	SUN/-T/-N/-NG | 7U6/-7/-6/-2
tatted	TAT/-D | 8A7/-5
tellings	TEL/-NG/-S | 8E4/-2/-1
tonguey	TONG/-Y | 8O2/-3
tunnelings	TUN/-L/-NG/-S | 8U6/-4/-2/-1
addon	AD/-N | A5/-6
annotates	AN/-T/-T/-S | A6/-7/-7/-1
ululate	UL/-L/-T | U4/-4/-7
rerunning	R/RUN/-NG | 1/1U6/-2
rebar	R/BAR | 1/3A8
rebeller	R/BEL/-R | 1/3E4/-8
rebore	R/BOR | 1/3O8
rebutton	R/BUT/-N | 1/3U7/-6
repeller	R/PEL/-R | 1/4E4/-8
repots	R/POT/-S | 1/4O7/-1
repotted	R/POT/-D | 1/4O7/-5
reallot	R/LOT | 1/5O7
reallots	R/LOT/-S | 1/5O7/-1
reallotted	R/LOT/-D | 1/5O7/-5
redeposit	R/D/POS/-T | 1/6/4O1/-7
rescan	R/S/KAN | 1/7/2A6
rescore	R/S/KOR | 1/7/2O8
rescoring	R/S/KOR/-NG | 1/7/2O8/-2
resat	R/SAT | 1/7A7
reseller	R/SEL/-R | 1/7E4/-8
rosetted	R/SET/-D | 1/7E7/-5
retaliator	R/TAL/-T/-R | 1/8A4/-7/-8
rallyingly	RAL/-NG/-L | 1A4/-2/-4
rallier	RAL/-R | 1A4/-8
readding	RAD/-NG | 1A5/-2
reanswer	RAN/-S/-R | 1A6/-1/-8
rattier	RAT/-Y/-R | 1A7/-3/-8
ratter	RAT/-R | 1A7/-8
rodded	ROD/-D | 1O5/-5
rustlingly	RUS/-L/-NG/-L | 1U1/-4/-2/-4
runningly	RUN/-NG/-L | 1U6/-2/-4
runnier	RUN/-Y/-R | 1U6/-3/-8
carrycots	K/R/KOT/-S | 2/1/2O7/-1
kilotonne	K/L/TON | 2/5/8O6
katakana	K/T/KAN | 2/8/2A6
casualises	KAS/-L/-S/-S | 2A1/-4/-1/-1
casualising	KAS/-L/-S/-NG | 2A1/-4/-1/-2
casualised	KAS/-L/-S/-D | 2A1/-4/-1/-5
kanga	KANG | 2A2
kangas	KANG/-S | 2A2/-1
cannier	KAN/-Y/-R | 2A6/-3/-8
cannoning	KAN/-N/-NG | 2A6/-6/-2
cannonry	KAN/-N/-R | 2A6/-6/-8
cattier	KAT/-Y/-R | 2A7/-3/-8
cattlerustling	KAT/-L/-R/-S/-L/-NG | 2A7/-4/-8/-1/-4/-2
cattery	KAT/-R | 2A7/-8
coedit	KED/-T | 2E5/-7
coedits	KED/-T/-S | 2E5/-7/-1
coediting	KED/-T/-NG | 2E5/-7/-2
coedited	KED/-T/-D | 2E5/-7/-5
kenneling	KEN/-L/-NG | 2E6/-4/-2
kerning	KER/-N/-NG | 2E8/-6/-2
kerneling	KER/-N/-L/-NG | 2E8/-6/-4/-2
colonises	KOL/-N/-S/-S | 2O4/-6/-1/-1
coloniser	KOL/-N/-S/-R | 2O4/-6/-1/-8
coronating	KOR/-N/-T/-NG | 2O8/-6/-7/-2
coronated	KOR/-N/-T/-D | 2O8/-6/-7/-5
cullings	KUL/-NG/-S | 2U4/-2/-1
cunnilingus	KUN/-L/-NG/-S | 2U6/-4/-2/-1
backscattering	B/K/S/KAT/-R/-NG | 3/2/7/2A7/-8/-2
bipolarity	B/P/LAR/-T | 3/4/5A8/-7
boltcutter	B/L/T/KUT/-R | 3/5/8/2U7/-8
biodata	B/DAT | 3/6A7
bannings	BAN/-NG/-S | 3A6/-2/-1
batterer	BAT/-R/-R | 3A7/-8/-8
beltline	BEL/-T/-L/-N | 3E4/-7/-4/-6
bedsits	BED/-S/-T/-S | 3E5/-1/-7/-1
bedsore	BED/-S/-R | 3E5/-1/-8
biennialises	BEN/-L/-S/-S | 3E6/-4/-1/-1
bonged	BONG/-D | 3O2/-5
bottler	BOT/-L/-R | 3O7/-4/-8
bustler	BUS/-L/-R | 3U1/-4/-8
bullring	BUL/-R/-NG | 3U4/-8/-2
bullrings	BUL/-R/-NG/-S | 3U4/-8/-2/-1
butterer	BUT/-R/-R | 3U7/-8/-8
pictorialised	P/K/TOR/-L/-S/-D | 4/2/8O8/-4/-1/-5
pipettes	P/PET/-S | 4/4E7/-1
polycotton	P/L/KOT/-N | 4/5/2O7/-6
patellas	P/TEL/-S | 4/8E4/-1
palatals	PAL/-T/-L/-S | 4A4/-7/-4/-1
palatalises	PAL/-T/-L/-S/-S | 4A4/-7/-4/-1/-1
